Session,Hyena,BodyCondition,TimeFirstSeen,LastSeenOld-Confirmed,TimeLastMention,TimeNextScan,Bloody?,AddedHyena
S10894,ams,normal,7:48,8:18,,,FALSE,
S10894,angi,normal,6:51,8:31,,,FALSE,
S10894,arro,normal,6:51,8:31,,,FALSE,
S10894,digs,normal,6:51,8:31,,,FALSE,
S10894,drpy,normal,6:51,,8:15,8:18,FALSE,
S10894,ema,fat,6:51,7:26,,,FALSE,
S10894,fuzz,normal,6:51,8:18,,,FALSE,
S10894,gobe,normal,6:51,8:18,,,FALSE,
S10894,hkr,normal,6:51,8:18,,,FALSE,
S10894,hndy,normal,6:51,8:31,,,FALSE,
S10894,hucn,normal,6:51,8:31,,,FALSE,
S10894,ink,fat,6:51,8:31,,,FALSE,
S10894,lcs,normal,6:51,8:31,,,FALSE,
S10894,logc,normal,6:51,8:31,,,FALSE,
S10894,ordg,normal,6:51,8:18,,,FALSE,
S10894,pnda,normal,6:51,8:31,,,FALSE,
S10894,pol,normal,6:51,8:31,,,FALSE,
S10894,ratc,normal,6:51,8:18,,,FALSE,
S10894,sau,fat,6:51,8:31,,,FALSE,
S10894,shrm,normal,6:51,8:31,,,FALSE,
S10894,spcd,normal,6:51,8:31,,,FALSE,
S10894,tero,normal,6:51,,8:01,8:18,FALSE,
S10894,trni,normal,6:51,8:31,,,FALSE,
S10894,trot,normal,6:51,8:31,,,TRUE,
S10894,wafl,normal,6:51,8:31,,,FALSE,
S10894,wf,normal,7:52,8:31,,,FALSE,
S10894,ypsi,normal,6:51,,7:42,7:52,FALSE,
s10894,,normal,7:45,8:31,,,TRUE,lpr
s10894,,normal,8:31,8:31,,,FALSE,koal
s10894,,normal,6:51,8:31,,,FALSE,toro
S11279,angi,normal,6:30,7:09,,,FALSE,
S11279,hkr,normal,6:30,7:09,,,FALSE,
S11279,lady,normal,6:39,7:09,,,FALSE,
S11279,lpr,normal,6:30,7:11,,,FALSE,
S11279,pnda,normal,6:45,7:11,,,FALSE,
S11279,ratc,normal,6:30,7:11,,,FALSE,
S11279,shrm,normal,6:30,7:09,,,FALSE,
S11279,tero,normal,6:34,7:11,,,FALSE,
S11279,tnsl,normal,6:52,7:07,,,FALSE,
S11279,wafl,normal,6:34,7:09,,,FALSE,
s11279.2,,normal,7:25,7:43,,,FALSE,ams
s11279.2,,normal,7:25,7:43,,,FALSE,ypsi
S11322,arro,fat,7:58,8:18,,,FALSE,
S11322,digs,normal,7:58,8:23,,,FALSE,
S11322,fuzz,normal,7:58,8:18,,,TRUE,
S11322,lady,normal,7:58,8:16,,,FALSE,
S11322,rmon,normal,7:58,,8:02,8:09,FALSE,
S11322,shrm,normal,7:58,8:18,,,FALSE,
S11322,spcd,fat,7:58,8:23,,,FALSE,
S11322,toro,normal,7:58,,8:09,8:14,FALSE,
S11322,trot,normal,7:58,8:18,,,FALSE,
s11340,,fat,6:21,6:21,,,TRUE,lcs
s11340,,normal,6:21,6:21,,,FALSE,ams
s11340,,fat,6:21,,6:23,6:34,FALSE,tnsl
s11340,,normal,6:21,,6:29,6:34,FALSE,rama
s11340,,normal,6:21,,6:23,6:34,FALSE,ratc
s11340,,fat,6:21,,6:21,6:34,TRUE,koal
s11340,,fat,6:21,,6:23,6:34,TRUE,spcd
s11340,,normal,6:23,6:51,,,FALSE,ypsi
s11340,,normal,6:23,6:51,,,FALSE,ordg
s11340,,fat,6:23,6:34,,,TRUE,ink
s11340,,normal,6:23,,6:23,6:34,FALSE,digs
s11340,,normal,6:29,6:51,,,FALSE,angi
s11340,,normal,6:34,,6:34,6:39,FALSE,dalt
s11340,,normal,6:34,,6:44,6:51,TRUE,lpr
s11340,,normal,6:39,,6:43,6:51,FALSE,fuzz
s11340,,normal,6:39,,6:39,6:51,FALSE,drpy
s11340,,fat,6:43,,6:43,6:51,TRUE,wf
s11340,,normal,0:00,0:00,,,FALSE,crim
s11340,,normal,0:00,0:00,,,FALSE,pol
s11340,,normal,0:00,0:00,,,FALSE,uzi
S12196,arba,normal,6:34,7:52,,,FALSE,
S12196,boom,normal,6:38,7:52,,,FALSE,
S12196,erem,normal,6:34,7:52,,,FALSE,
S12196,jazz,normal,6:34,7:52,,,FALSE,
S12196,malo,normal,6:34,7:52,,,FALSE,
S12196,pike,normal,6:34,7:52,,,FALSE,
s12196,,normal,7:06,7:52,,,FALSE,snap
S1257,ao,normal,7:08,7:52,,,FALSE,
S1257,apl,normal,7:08,,7:08,7:49,FALSE,
S1257,boom,normal,7:08,7:52,,,FALSE,
S1257,ctop,normal,7:08,,7:08,7:49,FALSE,
S1257,dar,normal,7:08,7:50,,,TRUE,
S1257,euc,normal,7:08,7:52,,,FALSE,
S1257,hwk,normal,7:08,7:52,,,TRUE,
S1257,kata,normal,7:08,7:52,,,FALSE,
S1257,koi,fat,7:08,7:46,,,TRUE,
S1257,lboy,normal,7:08,7:52,,,TRUE,
S1257,pike,normal,7:08,7:52,,,FALSE,
S1257,sktl,normal,7:08,7:52,,,TRUE,
S1257,snap,normal,7:08,7:52,,,TRUE,
S13028,muon,normal,6:46,7:06,,,FALSE,
S13640,ana,normal,7:50,9:06,,,FALSE,
S13640,angi,normal,7:50,9:06,,,FALSE,
S13640,bilj,normal,7:50,9:06,,,FALSE,
S13640,crim,normal,7:50,9:06,,,FALSE,
S13640,digs,normal,7:50,9:06,,,FALSE,
S13640,drpy,normal,7:50,9:06,,,FALSE,
S13640,ele,normal,7:50,9:06,,,FALSE,
S13640,fuzz,normal,7:50,9:06,,,FALSE,
S13640,hkr,normal,7:50,9:06,,,FALSE,
S13640,hucn,normal,7:50,9:06,,,FALSE,
S13640,jude,normal,7:50,9:06,,,FALSE,
S13640,koal,normal,7:50,9:06,,,FALSE,
S13640,logc,normal,7:50,9:06,,,FALSE,
S13640,lpr,normal,7:50,9:06,,,FALSE,
S13640,ordg,normal,7:50,9:06,,,FALSE,
S13640,rama,normal,7:50,9:06,,,FALSE,
S13640,shrm,normal,7:50,9:06,,,FALSE,
S13640,tero,normal,7:50,9:06,,,FALSE,
S13640,tnsl,normal,7:50,9:06,,,FALSE,
S13640,toro,normal,7:50,9:06,,,FALSE,
S13640,trni,normal,7:50,9:06,,,FALSE,
S13640,wafl,normal,7:50,9:06,,,FALSE,
S13640,wf,normal,7:50,9:06,,,FALSE,
S13640,ypsi,normal,7:50,9:06,,,FALSE,
S13695,ana,normal,19:00,,19:00,19:01,FALSE,
S13695,bilj,normal,19:00,,19:00,19:01,FALSE,
S13695,crim,normal,19:00,,19:00,19:01,FALSE,
S13695,digs,normal,19:00,,19:00,19:01,FALSE,
S13695,drpy,normal,0:00,0:00,,,FALSE,
S13695,gobe,normal,19:00,,19:00,19:01,FALSE,
S13695,hkr,normal,19:00,,19:00,19:01,FALSE,
S13695,hucn,normal,0:00,0:00,,,FALSE,
S13695,jude,normal,19:00,,19:00,19:01,FALSE,
S13695,koal,normal,19:00,,19:00,19:01,FALSE,
S13695,lady,normal,0:00,0:00,,,FALSE,
S13695,lpr,normal,0:00,0:00,,,FALSE,
S13695,mchl,normal,19:00,,19:00,19:01,FALSE,
S13695,ordg,normal,19:00,,19:00,19:01,FALSE,
S13695,tero,normal,19:09,19:09,,,FALSE,
S13695,tnsl,normal,0:00,0:00,,,FALSE,
S13695,toro,normal,0:00,0:00,,,FALSE,
S13695,trex,normal,0:00,0:00,,,FALSE,
S13695,uzi,normal,19:00,,19:00,19:01,FALSE,
S13695,ypsi,normal,19:00,19:11,,,FALSE,
S13829,ams,normal,18:52,,18:56,19:01,FALSE,
S13829,ana,normal,18:16,19:08,,,FALSE,
S13829,angi,fat,18:16,19:08,,,FALSE,
S13829,arro,fat,18:16,19:08,,,FALSE,
S13829,crim,fat,18:16,19:08,,,FALSE,
S13829,digs,normal,18:23,19:08,,,FALSE,
S13829,drpy,normal,18:16,,19:01,19:06,FALSE,
S13829,fuzz,normal,18:16,19:08,,,FALSE,
S13829,hucn,normal,18:16,19:08,,,FALSE,
S13829,lady,normal,18:16,19:08,,,FALSE,
S13829,logc,fat,18:16,19:08,,,FALSE,
S13829,lpr,normal,18:16,,19:02,19:06,FALSE,
S13829,ordg,normal,18:16,19:08,,,FALSE,
S13829,pol,normal,18:16,19:08,,,FALSE,
S13829,rmon,normal,18:16,19:08,,,FALSE,
S13829,shrm,normal,18:16,19:08,,,FALSE,
S13829,slim,normal,18:16,19:08,,,FALSE,
S13829,strm,normal,18:16,19:08,,,FALSE,
S13829,tero,normal,18:16,19:08,,,FALSE,
S13829,trni,normal,18:16,19:08,,,FALSE,
S13829,trot,normal,19:08,19:08,,,FALSE,
S13829,uzi,normal,18:16,19:08,,,FALSE,
S13829,wf,fat,18:16,19:08,,,FALSE,
s13829,,normal,18:16,19:08,,,FALSE,bilj
s13829,,normal,18:16,,18:52,18:56,FALSE,ypsi
S13944,ams,normal,5:57,,5:58,6:06,FALSE,
S13944,ana,normal,0:00,0:00,,,FALSE,
S13944,antj,normal,5:47,,5:47,5:53,FALSE,
S13944,bilj,normal,5:58,,5:58,6:06,FALSE,
S13944,crim,normal,5:47,,5:47,5:53,FALSE,
S13944,hkr,fat,5:57,,5:57,6:06,TRUE,
S13944,hucn,normal,5:47,,5:47,5:53,FALSE,
S13944,jude,normal,6:02,,6:02,6:06,FALSE,
S13944,lcs,normal,5:47,,5:56,6:06,FALSE,
S13944,logc,normal,5:47,,5:47,5:53,FALSE,
S13944,mrsb,normal,5:47,,5:47,5:53,FALSE,
S13944,onek,normal,6:00,,6:00,6:06,FALSE,
S13944,ordg,normal,5:47,,5:47,5:53,FALSE,
S13944,pol,normal,0:00,0:00,,,FALSE,
S13944,shrm,normal,0:00,0:00,,,FALSE,
S13944,tnsl,normal,5:47,,5:51,5:53,FALSE,
S13944,toro,normal,0:00,0:00,,,FALSE,
S13944,trni,normal,5:54,,5:55,5:56,FALSE,
S13944,trot,normal,0:00,0:00,,,FALSE,
S13944,uzi,normal,5:47,,5:59,6:06,FALSE,
S13944,wafl,normal,5:47,,5:56,6:06,FALSE,
S13964,ana,normal,8:33,9:10,,,FALSE,
S13964,shrm,normal,8:33,9:10,,,FALSE,
S13964,toro,normal,8:33,9:10,,,FALSE,
S13964,trni,normal,8:33,9:10,,,FALSE,
S13964,wafl,normal,8:33,9:10,,,FALSE,
S13964,wf,normal,8:33,9:10,,,FALSE,
S13964,ypsi,normal,8:33,9:10,,,FALSE,
S15479,cruz,normal,8:37,8:41,,,FALSE,
S15479,grim,normal,8:10,,8:29,8:41,FALSE,
S15479,mtn,normal,8:23,8:41,,,FALSE,
S15479,onek,normal,8:19,8:41,,,FALSE,
S15479,tylr,normal,8:10,,8:29,8:41,FALSE,
S15479,veni,normal,8:19,,8:29,8:41,FALSE,
S15702,antj,normal,6:29,6:40,,,TRUE,
S15702,bilj,normal,6:29,6:40,,,TRUE,
S15702,lcs,normal,6:29,6:40,,,TRUE,
S15702,mrsb,normal,6:29,6:40,,,TRUE,
S15702,trni,normal,6:29,6:40,,,TRUE,
S15702,wafl,normal,6:29,6:40,,,TRUE,
S16012,annr,normal,8:49,8:49,,,FALSE,
S16012,arba,normal,8:37,8:49,,,FALSE,
S16012,baca,normal,0:00,0:00,,,FALSE,
S16012,boom,normal,8:41,8:49,,,FALSE,
S16012,cami,normal,0:00,0:00,,,FALSE,
S16012,chak,normal,8:36,8:49,,,FALSE,
S16012,clay,normal,8:37,8:49,,,FALSE,
S16012,dawa,normal,8:45,,8:46,8:49,FALSE,
S16012,erem,normal,8:37,8:49,,,FALSE,
S16012,euch,normal,8:45,,8:45,8:49,FALSE,
S16012,higs,normal,0:00,0:00,,,FALSE,
S16012,jazz,normal,8:45,8:49,,,FALSE,
S16012,jeep,normal,8:37,8:49,,,FALSE,
S16012,jlyr,normal,8:43,8:49,,,FALSE,
S16012,neo,normal,0:00,0:00,,,FALSE,
S16012,omha,normal,0:00,0:00,,,FALSE,
S16012,pike,normal,8:37,8:49,,,FALSE,
S16012,ring,normal,8:37,,8:37,8:49,FALSE,
S16012,rumg,normal,8:42,8:49,,,FALSE,
S16012,snap,normal,8:41,,8:45,8:49,FALSE,
S16012,swag,normal,8:43,8:49,,,FALSE,
S16012,treb,normal,8:23,8:49,,,FALSE,
S16012,tula,normal,0:00,0:00,,,FALSE,
S16012,wstr,normal,0:00,0:00,,,FALSE,
S16097,annr,fat,18:32,19:07,,,FALSE,
S16097,csby,normal,18:36,,18:36,19:07,FALSE,
S16097,euch,normal,18:36,,18:36,19:07,FALSE,
S16119,al1041,normal,7:49,7:57,,,FALSE,
S16119,apl,normal,7:49,7:57,,,FALSE,
S16119,clay,normal,7:49,7:57,,,FALSE,
S16119,erem,normal,7:49,7:57,,,FALSE,
S16119,ista,normal,7:49,7:57,,,FALSE,
S16119,jeep,normal,7:49,7:57,,,FALSE,
S16119,wstr,normal,7:49,7:57,,,FALSE,
S16215,annr,normal,6:28,6:33,,,FALSE,
S16215,arba,normal,6:28,6:33,,,FALSE,
S16215,boom,normal,0:00,0:00,,,FALSE,
S16215,clay,normal,0:00,0:00,,,FALSE,
S16215,csby,normal,0:00,0:00,,,FALSE,
S16215,erem,normal,0:00,0:00,,,FALSE,
S16215,euch,normal,0:00,0:00,,,FALSE,
S16215,higs,normal,0:00,0:00,,,FALSE,
S16215,hwk,normal,6:28,6:33,,,FALSE,
S16215,jazz,normal,6:28,6:33,,,FALSE,
S16215,jeep,normal,6:28,6:33,,,FALSE,
S16215,jlyr,normal,0:00,0:00,,,FALSE,
S16215,muon,normal,6:28,6:33,,,FALSE,
S16215,omha,normal,6:28,6:33,,,FALSE,
S16215,pike,normal,0:00,0:00,,,FALSE,
S16215,saw,normal,0:00,0:00,,,FALSE,
S16215,sgl,normal,6:28,6:33,,,FALSE,
S16215,silk,normal,6:28,6:33,,,FALSE,
S16215,sktl,normal,6:28,6:33,,,FALSE,
S16215,temp,normal,0:00,0:00,,,FALSE,
S16215,treb,normal,0:00,0:00,,,FALSE,
S16215,wstr,normal,6:28,6:33,,,FALSE,
S16267,af1046,normal,9:00,9:48,,,FALSE,
S16267,al1045,normal,9:00,9:48,,,FALSE,
S16267,apl,normal,9:00,9:48,,,FALSE,
S16267,baca,normal,9:00,9:48,,,FALSE,
S16267,higs,normal,9:00,9:48,,,FALSE,
S16267,ista,normal,9:00,9:48,,,FALSE,
S16267,jeep,normal,9:00,9:48,,,FALSE,
S16267,omha,normal,9:00,9:46,,,FALSE,
S16267,ring,normal,9:00,9:46,,,FALSE,
S16267,silk,normal,9:00,9:48,,,FALSE,
S16267,temp,normal,9:00,9:48,,,FALSE,
S16267,wstr,normal,9:00,9:48,,,FALSE,
S16281,af1046,normal,7:51,8:31,,,FALSE,
S16281,apl,normal,7:34,8:31,,,FALSE,
S16281,baca,normal,7:34,8:31,,,FALSE,
S16281,muon,normal,7:34,8:31,,,FALSE,
S16281,natg,normal,8:17,8:31,,,FALSE,
S16281,sktl,normal,8:31,8:31,,,FALSE,
S16318,jeep,normal,7:06,7:30,,,FALSE,
S16318,saw,normal,7:06,7:30,,,TRUE,
S16318,silk,normal,7:06,7:30,,,TRUE,
S16318,sktl,normal,7:06,7:30,,,FALSE,
s16338,annr,normal,7:04,7:43,,,FALSE,
s16338,apl,normal,6:29,7:43,,,FALSE,
s16338,avln,normal,6:44,6:59,,,FALSE,
s16338,boom,normal,6:29,7:43,,,FALSE,
s16338,chak,normal,6:29,7:43,,,FALSE,
s16338,clay,normal,7:11,7:43,,,FALSE,
s16338,erem,normal,6:29,7:43,,,FALSE,
s16338,euch,normal,6:29,7:43,,,FALSE,
s16338,ista,fat,6:40,7:43,,,FALSE,
s16338,jlyr,normal,6:44,7:43,,,FALSE,
s16338,omha,normal,7:04,7:43,,,FALSE,
s16338,pike,normal,6:29,7:43,,,FALSE,
s16338,saw,normal,6:44,6:59,,,FALSE,
s16338,silk,normal,6:29,7:43,,,FALSE,
s16338,treb,normal,6:29,7:43,,,FALSE,
s16338,vaya,normal,6:44,7:43,,,FALSE,
S16358,al1054,normal,8:02,9:09,,,FALSE,
S16358,ando,normal,8:02,9:09,,,FALSE,
S16358,annr,normal,8:20,9:09,,,FALSE,
S16358,apl,normal,8:02,9:09,,,FALSE,
S16358,baca,normal,8:02,9:09,,,FALSE,
S16358,coel,normal,8:06,9:09,,,FALSE,
S16358,csby,normal,8:02,9:09,,,FALSE,
S16358,hwk,normal,8:02,9:09,,,FALSE,
S16358,ista,normal,8:20,9:09,,,FALSE,
S16358,jeep,normal,8:06,,8:23,8:25,FALSE,
S16358,ring,normal,8:02,,8:08,8:25,FALSE,
S16358,saw,normal,8:14,9:09,,,FALSE,
S16358,sgl,normal,8:02,9:09,,,FALSE,
S16358,sktl,normal,8:02,9:09,,,FALSE,
S16358,temp,normal,8:08,9:09,,,FALSE,
S16675,plop,normal,17:50,,17:50,18:30,FALSE,
S16675,al1055,normal,17:50,21:11,,,FALSE,
S16675,al1056,normal,17:50,,17:50,18:30,FALSE,
S16675,alie,normal,18:18,21:11,,,FALSE,
S16675,ando,normal,17:50,21:11,,,FALSE,
S16675,annr,normal,17:50,21:11,,,FALSE,
S16675,apl,normal,19:18,21:11,,,FALSE,
S16675,avln,normal,17:50,,18:30,18:48,FALSE,
S16675,baca,normal,18:48,21:11,,,FALSE,
S16675,cami,normal,18:28,,19:18,21:11,FALSE,
S16675,chak,normal,19:54,21:11,,,FALSE,
S16675,coel,normal,18:34,21:11,,,FALSE,
S16675,csby,normal,20:39,21:11,,,FALSE,
S16675,dawa,normal,18:57,,18:57,19:15,FALSE,
S16675,erem,normal,21:02,21:11,,,FALSE,
S16675,higs,normal,17:50,21:11,,,FALSE,
S16675,hwk,normal,17:50,21:11,,,FALSE,
S16675,ista,normal,17:50,21:11,,,FALSE,
S16675,jazz,normal,17:50,21:11,,,FALSE,
S16675,jlyr,normal,19:37,21:11,,,FALSE,
S16675,muon,normal,17:50,21:11,,,FALSE,
S16675,natg,normal,18:48,21:11,,,FALSE,
S16675,neo,normal,18:15,21:11,,,FALSE,
S16675,ojy,normal,17:50,21:11,,,FALSE,
S16675,omha,normal,18:12,21:11,,,FALSE,
S16675,ring,normal,18:19,21:11,,,FALSE,
S16675,saw,normal,17:50,21:11,,,FALSE,
S16675,sgl,normal,18:18,21:11,,,FALSE,
S16675,sktl,normal,18:57,21:11,,,FALSE,
S16675,temp,normal,17:50,,18:30,18:48,TRUE,
S16675,vaya,normal,20:36,21:11,,,FALSE,
s16675,,normal,19:28,,21:04,21:11,FALSE,euch
s20456.1,,normal,6:35,,7:30,7:37,TRUE,jlyr
s20456.1,,normal,6:35,,7:44,7:53,FALSE,rumg
s20456.1,,normal,6:35,,7:10,7:30,FALSE,clus
s20456.1,,normal,6:35,,7:05,7:30,TRUE,csby
s20456.1,,normal,6:35,,7:37,7:44,TRUE,rmmy
s20456.1,,normal,6:35,8:05,,,FALSE,pike
s20456.1,,normal,6:35,8:05,,,FALSE,lanc
s20456.1,,normal,6:35,,7:16,7:30,FALSE,arba
s20456.1,,normal,6:35,8:05,,,FALSE,erem
s20456.1,,normal,6:35,,7:44,7:53,FALSE,cami
s20456.1,,normal,6:35,,7:09,7:30,FALSE,tula
s20456.1,,normal,6:35,8:05,,,FALSE,snap
s20456.1,,normal,6:35,,7:37,7:44,FALSE,clay
s20456.1,,normal,6:35,,6:50,7:05,FALSE,coel
s20456.1,,normal,6:35,,6:40,7:05,FALSE,jazz
s20456.1,,fat,6:35,,7:44,7:53,FALSE,plnk
s20456.1,,normal,6:35,,7:53,8:05,FALSE,savy
s20456.1,,normal,6:44,,7:53,8:05,FALSE,treb
s20456.1,,normal,6:56,,7:30,7:37,FALSE,apl
s20456.1,,normal,7:03,,7:30,7:37,FALSE,avln
s20456.1,,normal,7:05,8:05,,,FALSE,chak
s20456.1,,normal,7:42,,7:44,7:53,FALSE,al1065
s20456.1,,normal,7:53,,7:53,8:05,FALSE,jeep
S20536,bsct,normal,8:20,8:21,,,FALSE,
S20536,kath,normal,8:20,8:21,,,FALSE,
S20536,lady,normal,8:20,8:21,,,FALSE,
S20536,mrsb,normal,8:20,8:21,,,FALSE,
S20536,nali,normal,8:20,8:21,,,FALSE,
S20536,onek,normal,0:00,0:00,,,FALSE,
S20536,ordg,normal,8:20,8:21,,,FALSE,
S20536,pala,normal,8:20,8:21,,,FALSE,
S20536,slim,normal,0:00,0:00,,,FALSE,
S20536,snug,normal,8:20,8:21,,,FALSE,
S20536,star,normal,8:20,8:21,,,FALSE,
S20536,strm,normal,0:00,0:00,,,FALSE,
S20536,tylr,normal,8:20,8:21,,,TRUE,
S20536,ypsi,normal,0:00,0:00,,,FALSE,
S2058,lgo,normal,6:43,6:57,,,FALSE,
S2058,pi,normal,6:43,6:57,,,FALSE,
S2058,scrf,normal,6:43,6:57,,,FALSE,
s20876,a1063,normal,6:43,6:55,,,FALSE,
s20876,arba,normal,6:22,6:55,,,FALSE,
s20876,erem,normal,6:22,6:34,,,FALSE,
s20876,Pike,normal,6:22,6:55,,,FALSE,
s20876,rmmy,normal,6:22,,6:50,6:55,FALSE,
s20876,snap,normal,0:00,0:00,,,FALSE,
s20876,tula,normal,6:22,6:55,,,FALSE,
S20903,a1068,normal,7:48,8:22,,,FALSE,
S20903,ando,normal,7:48,8:22,,,FALSE,
S20903,jeep,normal,7:48,8:22,,,FALSE,
S20903,savy,normal,7:48,8:22,,,FALSE,
S20903,treb,normal,7:48,8:14,,,TRUE,
S20903,wawa,normal,7:48,8:22,,,FALSE,
s20903,,normal,7:48,8:22,,,FALSE,wayn
s20903,,normal,7:48,7:48,,,FALSE,nyc
S2794,lpr,normal,0:00,0:00,,,FALSE,
S2794,mstl,normal,0:00,0:00,,,FALSE,
S2794,sst,normal,0:00,0:00,,,FALSE,
S2798,ele,normal,0:00,0:00,,,FALSE,
S2798,hkr,normal,17:30,17:43,,,FALSE,
S2798,joni,normal,17:30,17:43,,,FALSE,
S2798,shrm,normal,17:30,17:43,,,FALSE,
S3177,lcs,normal,6:07,6:10,,,TRUE,
S3179,ams,normal,0:00,0:00,,,FALSE,
S3179,angi,normal,6:32,6:34,,,FALSE,
S3179,ele,normal,6:32,6:34,,,FALSE,
S3179,glg,normal,6:32,6:34,,,FALSE,
S3179,lcs,normal,6:32,6:34,,,FALSE,
S3179,lgo,normal,6:32,6:34,,,FALSE,
S3672,mtn,normal,8:38,8:48,,,FALSE,
S3672,rstr,normal,7:51,8:01,,,FALSE,
S3834,badg,obese,6:43,7:23,,,TRUE,
S3834,bart,normal,6:43,7:23,6:43,7:03,FALSE,
S3834,bor,normal,6:43,7:48,,,TRUE,
S3834,chg,normal,7:03,,7:14,7:35,FALSE,
S3834,chut,normal,6:43,,7:17,7:35,FALSE,
S3834,clov,fat,6:43,,7:14,7:35,TRUE,
S3834,grim,normal,6:43,7:48,,,FALSE,
S3834,hnbl,normal,6:54,,7:14,7:35,FALSE,
S3834,java,normal,6:43,,7:05,7:14,FALSE,
S3834,jd,normal,6:47,7:48,,,FALSE,
S3834,jmsn,normal,6:47,,7:20,7:35,FALSE,
S3834,ks,normal,6:43,,6:43,7:03,FALSE,
S3834,mmth,normal,6:43,,7:14,7:35,FALSE,
S3834,pro,normal,6:43,,7:05,7:14,FALSE,
S3834,slin,normal,6:43,7:48,,,FALSE,
S3834,spdr,normal,6:43,7:48,,,FALSE,
S5434,badg,fat,8:42,8:55,,,FALSE,
S5434,chg,normal,9:28,8:55,,,FALSE,
S5434,dee,normal,8:37,8:55,,,FALSE,
S5434,jd,normal,8:37,8:55,,,TRUE,
S5434,jmsn,normal,8:37,8:55,,,FALSE,
S5434,pala,normal,8:42,8:55,,,FALSE,
S5434,taj,fat,8:42,8:55,,,FALSE,
S5434,thy,normal,8:42,8:55,,,FALSE,
S5803,badg,normal,9:14,,9:15,9:17,FALSE,
S5803,brph,normal,9:17,9:18,,,FALSE,
S5803,chg,normal,9:16,9:18,,,FALSE,
S5803,clov,normal,0:00,0:00,,,FALSE,
S5803,czar,normal,0:00,0:00,,,FALSE,
S5803,duo,normal,9:18,9:18,,,FALSE,
S5803,grim,normal,0:00,0:00,,,FALSE,
S5803,java,normal,0:00,0:00,,,FALSE,
S5803,jds,normal,0:00,0:00,,,FALSE,
S5803,jigs,normal,9:16,9:18,,,FALSE,
S5803,jly,normal,9:17,9:18,,,FALSE,
S5803,jmsn,normal,0:00,0:00,,,FALSE,
S5803,komo,normal,0:00,0:00,,,FALSE,
S5803,ks,normal,0:00,0:00,,,FALSE,
S5803,pala,normal,9:16,9:18,,,FALSE,
S5803,rh,normal,9:17,9:18,,,FALSE,
S5803,ripr,normal,0:00,0:00,,,FALSE,
S5803,rnch,normal,0:00,0:00,,,FALSE,
S5803,slin,normal,9:14,9:18,,,FALSE,
S5803,sqr,normal,9:17,9:18,,,FALSE,
S5803,srir,normal,0:00,0:00,,,FALSE,
S5803,suma,normal,0:00,0:00,,,FALSE,
S5803,taj,normal,9:15,,9:16,9:17,FALSE,
S5803,tbsc,normal,9:16,,9:16,9:17,FALSE,
S5803,thy,normal,0:00,0:00,,,FALSE,
S5803,veni,normal,9:14,,9:15,9:17,FALSE,
S5803,whiz,normal,0:00,0:00,,,FALSE,
S6220,ams,normal,7:38,7:57,,,FALSE,
S6220,glg,normal,7:24,7:57,,,FALSE,
S6220,hkr,normal,7:18,7:57,,,FALSE,
S6220,krst,normal,7:18,7:57,,,FALSE,
S6220,peep,normal,7:35,7:57,,,FALSE,
S6220,plot,normal,7:35,7:57,,,FALSE,
S6220,sana,normal,7:24,7:57,,,FALSE,
S6220,shrk,normal,7:38,7:57,,,FALSE,
S6220,trex,normal,7:24,7:57,,,FALSE,
S6325,angk,normal,0:00,0:00,,,FALSE,
S6325,awp,normal,0:00,0:00,,,FALSE,
S6325,bigi,normal,6:59,7:10,,,FALSE,
S6325,dej,normal,0:00,0:00,,,FALSE,
S6325,digs,normal,0:00,0:00,,,FALSE,
S6325,drew,normal,0:00,0:00,,,FALSE,
S6325,gloc,normal,6:59,7:10,,,FALSE,
S6325,hung,normal,0:00,0:00,,,FALSE,
S6325,luda,normal,6:59,7:10,,,FALSE,
S6325,mari,normal,0:00,0:00,,,FALSE,
S6325,mfn,normal,0:00,0:00,,,FALSE,
S6325,mmm,normal,0:00,0:00,,,FALSE,
S6325,pnda,normal,0:00,0:00,,,FALSE,
S6325,rbc,normal,0:00,0:00,,,FALSE,
S6325,rotn,normal,0:00,0:00,,,FALSE,
S6325,scrf,normal,0:00,0:00,,,FALSE,
S6325,sgtp,normal,0:00,0:00,,,FALSE,
S6325,shrk,normal,0:00,0:00,,,FALSE,
S6325,shrm,normal,0:00,0:00,,,FALSE,
S6325,snip,normal,0:00,0:00,,,FALSE,
S6325,tpac,normal,0:00,0:00,,,FALSE,
S6325,typh,normal,0:00,0:00,,,FALSE,
S6325,zoey,normal,6:59,7:10,,,FALSE,
t1013.3,23s,normal,17:26,18:17,,,FALSE,
t1013.3,65,normal,17:55,18:17,,,FALSE,
t1013.3,bam,normal,17:44,18:17,,,FALSE,
t1013.3,en,normal,17:26,18:17,,,FALSE,
t1013.3,je,normal,17:26,18:17,,,FALSE,
t1013.3,kb,normal,17:26,18:17,,,FALSE,
t1013.3,lg,normal,17:26,18:17,,,FALSE,
t1013.3,mar,normal,17:26,18:17,,,FALSE,
t1013.3,pb,normal,17:26,18:17,,,FALSE,
t1013.3,ua,gaunt,18:07,18:17,,,FALSE,
t1038.3,65,normal,18:27,,18:27,18:35,FALSE,
t1038.3,ap,normal,18:25,18:45,,,FALSE,
t1038.3,bb,normal,18:25,18:45,,,FALSE,
t1038.3,bm,normal,18:25,18:45,,,FALSE,
t1038.3,bsh,normal,18:26,18:45,,,FALSE,
t1038.3,bud,normal,18:25,18:45,,,FALSE,
