Session,Hyena,BodyCondition,TimeFirstSeen,LastSeenOld-Confirmed,TimeLastMention,TimeNextScan,Bloody?,AddedHyena
t18010,gob,fat,8:12,8:30,,,FALSE,
t18010,kip,fat,8:12,8:15,,,FALSE,
t18010,mrph,fat,8:12,8:12,,,FALSE,
t18010,nod,normal,8:12,8:30,,,FALSE,
t18010,oly,normal,8:12,8:30,,,FALSE,
t18010,sein,normal,8:12,8:22,,,FALSE,
t18010,tdum,normal,8:12,8:30,,,FALSE,
t18010,ua,normal,8:12,8:30,,,FALSE,
t18010,vgs,normal,0:00,0:00,,,FALSE,
t18410,bail,normal,6:53,7:03,,,FALSE,
t18410,chas,normal,6:53,7:03,,,FALSE,
t18410,dub,normal,6:53,7:03,,,FALSE,
t18410,exc,normal,7:00,7:03,,,FALSE,
t18410,foz,normal,6:53,7:03,,,FALSE,
t18410,gol,fat,0:00,0:00,,,TRUE,
t18410,jj,normal,0:00,0:00,,,FALSE,
t18410,kip,normal,0:00,0:00,,,FALSE,
t18410,ldv,normal,6:53,7:03,,,TRUE,
t18410,mali,normal,0:00,0:00,,,FALSE,
t18410,mer,fat,7:00,7:03,,,TRUE,
t18410,mp,normal,6:53,7:03,,,TRUE,
t18410,mrph,normal,7:00,7:03,,,FALSE,
t18410,nav,normal,6:53,7:03,,,FALSE,
t18410,whh,fat,6:53,7:03,,,TRUE,
t18410,zig,normal,6:53,7:03,,,FALSE,
t1863.1,quai,normal,18:45,18:55,,,FALSE,
t1864,fn,normal,0:00,0:00,,,FALSE,
t1864,rrf,normal,7:17,7:33,,,FALSE,
t1864,ua,normal,0:00,0:00,,,FALSE,
t1870.02,hk,normal,18:45,18:45,,,FALSE,
t1870.02,sd,normal,18:45,18:45,,,FALSE,
t18707,bail,normal,0:00,0:00,,,FALSE,
t18707,bern,normal,6:48,6:57,,,FALSE,
t18707,cam,normal,6:36,6:57,,,FALSE,
t18707,cyp,normal,0:00,0:00,,,FALSE,
t18707,del,normal,6:36,6:57,,,FALSE,
t18707,exc,normal,6:36,6:57,,,FALSE,
t18707,fn,normal,0:00,0:00,,,FALSE,
t18707,gol,normal,6:36,6:57,,,FALSE,
t18707,hg,normal,6:36,6:57,,,FALSE,
t18707,jas,normal,0:00,0:00,,,FALSE,
t18707,jj,normal,6:36,6:57,,,FALSE,
t18707,mca,normal,0:00,0:00,,,FALSE,
t18707,mer,normal,6:36,6:57,,,FALSE,
t18707,mor,normal,6:36,6:57,,,FALSE,
t18707,mp,normal,6:36,6:57,,,FALSE,
t18707,nav,normal,0:00,0:00,,,FALSE,
t18707,sqa,normal,0:00,0:00,,,FALSE,
t18707,whh,normal,0:00,0:00,,,FALSE,
t18707,wr,normal,6:36,6:57,,,FALSE,
t18707,zig,normal,6:46,6:57,,,FALSE,
t19178,bos,normal,8:01,8:26,,,FALSE,
t19178,bp,normal,8:01,8:25,,,FALSE,
t19178,lim,normal,8:01,8:26,,,FALSE,
t19178,sim,normal,8:01,8:25,,,FALSE,
t19317,amar,fat,6:29,7:13,,,FALSE,
t19317,dub,normal,6:29,7:13,,,FALSE,
t19317,exc,normal,6:29,7:13,,,FALSE,
t19317,mer,normal,6:29,7:13,,,TRUE,
t19317,zig,normal,6:29,7:13,,,FALSE,
t19357,amar,normal,6:29,7:10,,,FALSE,
t19357,bail,fat,6:37,7:19,,,TRUE,
t19357,cam,normal,7:02,7:19,,,FALSE,
t19357,chas,gaunt,6:29,7:19,,,TRUE,
t19357,dub,normal,6:33,7:19,,,FALSE,
t19357,exc,normal,6:33,7:19,,,FALSE,
t19357,gol,fat,6:37,,6:40,7:00,TRUE,
t19357,hg,fat,6:37,7:19,,,TRUE,
t19357,jj,normal,7:02,7:19,,,TRUE,
t19357,ldv,normal,6:33,7:19,,,TRUE,
t19357,linc,normal,6:37,7:19,,,FALSE,
t19357,mer,normal,6:33,7:19,,,FALSE,
t19357,mp,normal,6:29,7:19,,,TRUE,
t19357,nav,fat,6:37,7:19,,,FALSE,
t19357,oke,normal,6:37,7:19,,,TRUE,
t19357,whh,fat,6:37,7:19,,,TRUE,
t19357,wr,fat,6:37,6:55,,,TRUE,
t19357,zig,normal,6:33,7:19,,,FALSE,
t19366,ali,fat,6:44,6:46,,,TRUE,
t19366,chas,,,,,,FALSE,
t19366,cr,,,,,,FALSE,
t19366,exc,,,,,,FALSE,
t19366,hg,,,,,,FALSE,
t19366,kip,,,,,,FALSE,
t19366,ldv,,,,,,FALSE,
t19366,mali,,,,,,FALSE,
t19366,ome,,,,,,FALSE,
t19366,puc,,,,,,FALSE,
t19570,ali,normal,0:00,0:00,,,FALSE,
t19570,am54,normal,6:33,7:01,,,FALSE,
t19570,bm,normal,6:27,7:01,,,FALSE,
t19570,bos,normal,6:22,7:01,,,FALSE,
t19570,bp,normal,6:22,7:01,,,FALSE,
t19570,ger,normal,6:27,7:01,,,FALSE,
t19570,hem,normal,6:33,7:01,,,FALSE,
t19570,hml,normal,0:00,0:00,,,FALSE,
t19570,lim,normal,6:22,7:01,,,FALSE,
t19570,linc,normal,6:47,7:01,,,FALSE,
t19570,nick,normal,6:27,7:01,,,FALSE,
t19570,nod,normal,6:27,7:01,,,FALSE,
t19570,puc,normal,0:00,0:00,,,FALSE,
t19570,sim,normal,6:22,7:01,,,FALSE,
t19570,ua,obese,6:27,7:01,,,FALSE,
t19570,vgs,normal,6:27,7:01,,,FALSE,
t19572,ali,normal,0:00,0:00,,,FALSE,
t19572,brn,normal,8:20,8:21,,,FALSE,
t19572,csn,normal,0:00,0:00,,,FALSE,
t19572,cuj,normal,0:00,0:00,,,FALSE,
t19572,dna,normal,8:20,8:21,,,FALSE,
t19572,hem,normal,0:00,0:00,,,FALSE,
t19572,hml,normal,0:00,0:00,,,FALSE,
t19572,linc,normal,8:20,8:21,,,FALSE,
t19572,mali,normal,8:20,8:21,,,FALSE,
t19572,nick,normal,8:20,8:21,,,FALSE,
t19572,nod,normal,8:20,8:21,,,FALSE,
t19572,sch,normal,8:20,8:21,,,FALSE,
t19572,sein,normal,0:00,0:00,,,FALSE,
t19572,ua,normal,8:20,8:21,,,FALSE,
t19572,vgs,normal,8:20,8:21,,,FALSE,
t19572,yet,normal,0:00,0:00,,,FALSE,
t1959,02,normal,0:00,0:00,,,FALSE,
t1959,en,normal,0:00,0:00,,,FALSE,
t1959,mrb,normal,7:26,7:26,,,FALSE,
t1959,quai,normal,7:26,7:26,,,FALSE,
t1959,quo,normal,0:00,0:00,,,FALSE,
t1959,zip,normal,0:00,0:00,,,FALSE,
t19682,amar,normal,7:13,7:27,,,FALSE,
t19682,cr,normal,7:13,7:27,,,FALSE,
t19682,dd,normal,7:13,7:27,,,FALSE,
t19682,dub,normal,7:13,7:27,,,FALSE,
t19682,exc,normal,7:13,7:27,,,FALSE,
t19682,hg,normal,7:17,7:27,,,FALSE,
t19682,hml,normal,7:13,7:27,,,FALSE,
t19682,lim,normal,0:00,0:00,,,FALSE,
t19682,mali,normal,7:13,7:27,,,FALSE,
t19682,mer,fat,7:40,7:27,,,FALSE,
t19682,par,normal,7:13,7:27,,,FALSE,
t19682,puc,normal,7:13,7:27,,,FALSE,
t19682,rub,normal,0:00,0:00,,,FALSE,
t19682,sim,normal,0:00,0:00,,,FALSE,
t19682,tsa,normal,7:13,7:25,,,FALSE,
t19682,zig,normal,7:40,7:27,,,FALSE,
t19926,amar,obese,6:11,6:56,,,TRUE,
t19926,bern,obese,6:11,6:56,,,TRUE,
t19926,dd,fat,6:11,6:56,,,TRUE,
t19926,del,normal,6:21,6:26,,,FALSE,
t19926,mer,normal,6:51,6:56,,,FALSE,
t19926,mig,fat,0:00,0:00,,,FALSE,
t19926,mp,fat,6:11,6:56,,,FALSE,
t19926,nav,normal,6:49,6:56,,,FALSE,
t19926,nod,normal,6:49,6:56,,,FALSE,
t19926,puc,normal,0:00,0:00,,,FALSE,
t19926,sein,normal,6:49,6:56,,,FALSE,
t19926,who,normal,6:49,6:56,,,FALSE,
t19926,wr,fat,6:16,6:56,,,FALSE,
t2058,23s,normal,6:36,,6:48,7:15,FALSE,
t2058,bm,normal,7:01,,7:13,7:15,FALSE,
t2058,brig,normal,0:00,0:00,,,FALSE,
t2058,chy,normal,6:36,7:15,,,TRUE,
t2058,dg,normal,6:36,7:15,,,FALSE,
t2058,fa,normal,0:00,0:00,,,FALSE,
t2058,fn,normal,6:36,,7:13,7:15,FALSE,
t2058,gan,normal,6:48,,6:48,7:01,FALSE,
t2058,gw,normal,6:36,,6:36,7:15,FALSE,
t2058,hol,normal,6:36,,7:13,7:15,FALSE,
t2058,mu,normal,6:48,,7:08,7:20,FALSE,
t2058,pp,normal,6:36,7:15,,,FALSE,
t2058,pt,normal,6:36,7:15,,,FALSE,
t2058,rcn,normal,6:36,,6:36,7:15,FALSE,
t2058,rv,normal,6:36,,7:13,7:15,FALSE,
t2058,sb,normal,6:36,7:15,,,FALSE,
t2058,sd,normal,7:01,7:15,,,FALSE,
t2058,sx,normal,6:36,7:15,,,FALSE,
t2058,sy,normal,6:36,,7:13,7:15,FALSE,
t2058,ua,normal,6:36,7:15,,,FALSE,
t20815,bil,,8:32,,,,FALSE,
t20815,es,,,,,,FALSE,
t20952,bail,normal,19:18,19:18,,,FALSE,
t20952,sy,normal,19:18,19:18,,,FALSE,
t21104,bos,normal,6:42,6:45,,,FALSE,
t21104,hg,obese,6:42,6:45,,,FALSE,
t21104,hml,normal,6:43,6:45,,,FALSE,
t21104,kip,normal,0:00,0:00,,,FALSE,
t21104,lim,normal,6:42,6:45,,,FALSE,
t21136,ath,normal,6:28,6:39,,,FALSE,
t21136,bos,fat,6:11,6:31,,,FALSE,
t21136,bp,normal,6:11,6:39,,,FALSE,
t21136,brn,normal,6:15,6:39,,,FALSE,
t21136,coo,normal,6:15,6:39,,,FALSE,
t21136,cpa,normal,6:12,6:39,,,FALSE,
t21136,csn,normal,6:12,6:39,,,FALSE,
t21136,cuj,normal,6:30,6:39,,,FALSE,
t21136,dna,normal,6:28,6:39,,,FALSE,
t21136,foz,fat,6:24,6:39,,,TRUE,
t21136,gdz,fat,6:12,6:39,,,FALSE,
t21136,ger,fat,6:15,6:39,,,FALSE,
t21136,hem,normal,6:15,6:39,,,FALSE,
t21136,her,normal,6:15,6:39,,,FALSE,
t21136,ind,normal,6:12,6:39,,,FALSE,
t21136,kip,fat,6:11,6:39,,,FALSE,
t21136,lim,normal,0:00,0:00,,,FALSE,
t21136,mali,normal,6:11,6:39,,,FALSE,
t21136,mig,normal,6:12,6:39,,,FALSE,
t21136,mrph,normal,6:11,6:39,,,FALSE,
t21136,nick,fat,6:28,6:39,,,FALSE,
t21136,nod,normal,6:11,6:31,,,FALSE,
t21136,oke,fat,6:17,6:39,,,FALSE,
t21136,run2,normal,6:11,6:39,,,FALSE,
t21136,sch,normal,6:15,6:39,,,FALSE,
t21136,sein,normal,6:11,6:39,,,FALSE,
t21136,sim,normal,6:11,6:39,,,FALSE,
t21136,sx,obese,6:17,6:39,,,FALSE,
t21136,ua,normal,6:28,6:31,,,FALSE,
t21136,vgs,normal,6:12,6:39,,,FALSE,
t21136,who,obese,6:11,6:39,,,FALSE,
t21311,bos,normal,7:01,7:33,,,FALSE,
t21311,bp,normal,7:09,7:33,,,FALSE,
t21311,cpa,normal,7:16,7:33,,,FALSE,
t21311,ger,normal,7:01,7:33,,,FALSE,
t21311,hg,normal,7:01,7:33,,,FALSE,
t21311,hml,normal,7:01,7:33,,,FALSE,
t21311,ldv,normal,7:16,7:33,,,FALSE,
t21311,lim,fat,7:01,7:33,,,FALSE,
t21311,mp,normal,7:01,7:33,,,FALSE,
t21311,nod,fat,7:16,7:33,,,TRUE,
t21311,pisa,normal,7:09,7:33,,,FALSE,
t21311,puc,normal,7:04,7:33,,,FALSE,
t21311,sein,fat,7:09,7:33,,,FALSE,
t21311,sx,fat,7:16,7:33,,,FALSE,
t21311,vgs,fat,7:01,7:33,,,TRUE,
t21311,who,obese,7:09,7:33,,,FALSE,
t2135,23s,normal,17:30,,17:30,17:50,FALSE,
t2135,9b,normal,17:30,,18:20,,FALSE,
t2135,bb,normal,17:30,,18:20,,FALSE,
t2135,brig,normal,17:30,,17:30,17:50,FALSE,
t2135,bsh,normal,17:30,,18:20,,FALSE,
t2135,bud,normal,17:30,,17:30,17:50,FALSE,
t2135,coch,normal,17:50,18:47,,,FALSE,
t2135,dj,normal,17:30,18:47,,,FALSE,
t2135,fa,normal,17:30,,17:30,17:50,FALSE,
t2135,hp,normal,17:30,,17:30,17:50,FALSE,
t2135,kb,normal,17:30,,17:30,17:50,FALSE,
t2135,mrb,normal,17:30,18:47,,,FALSE,
t2135,mu,normal,17:30,,17:30,17:50,FALSE,
t2135,pky,normal,17:30,,17:30,17:50,FALSE,
t2135,pt,normal,17:30,,17:30,17:50,FALSE,
t2135,quai,normal,17:30,18:47,,,FALSE,
t2135,rcn,normal,17:30,,18:20,,FALSE,
t2135,rv,normal,17:30,,18:20,,FALSE,
t2135,sb,normal,17:30,18:47,,,FALSE,
t2135,sx,normal,17:30,,18:20,,FALSE,
t2135,sy,normal,17:30,,18:20,,FALSE,
t2135,ua,normal,17:30,18:47,,,FALSE,
t2135,who,normal,17:30,,17:30,17:50,FALSE,
t2135,zip,normal,17:30,,17:30,17:50,FALSE,
t21378,ali,normal,6:13,6:36,6:34,6:38,FALSE,
t21378,amar,fat,6:13,6:24,6:13,6:34,FALSE,
t21378,bail,normal,6:17,6:36,6:34,6:38,FALSE,
t21378,bsp,normal,6:16,6:25,6:16,6:34,FALSE,
t21378,cam,normal,6:16,6:36,6:34,6:38,FALSE,
t21378,cr,normal,6:23,6:36,6:34,6:38,FALSE,
t21378,cuj,normal,6:13,6:26,6:18,6:34,FALSE,
t21378,del,normal,6:16,6:25,6:16,6:34,FALSE,
t21378,dub,normal,6:13,6:36,6:34,6:38,FALSE,
t21378,gui,normal,6:16,6:28,6:21,6:34,FALSE,
t21378,hg,normal,6:25,6:30,6:25,6:34,FALSE,
t21378,hml,normal,6:13,6:24,6:13,6:34,FALSE,
t21378,hoo,normal,6:16,6:36,6:34,6:38,FALSE,
t21378,ldv,normal,6:13,6:24,6:13,6:34,FALSE,
t21378,mali,normal,6:13,6:36,6:34,6:38,FALSE,
t21378,mp,normal,6:14,6:36,6:34,6:38,FALSE,
t21378,nav,normal,6:13,6:36,6:34,6:38,FALSE,
t21378,oke,normal,6:13,6:36,6:34,6:38,FALSE,
t21378,par,normal,6:23,6:36,6:34,6:38,FALSE,
t21378,puc,normal,6:25,6:30,6:25,6:34,FALSE,
t21378,rub,normal,6:13,6:27,6:20,6:34,FALSE,
t21378,sel,normal,6:34,6:36,6:34,6:38,FALSE,
t21378,tsa,normal,6:29,6:36,6:34,6:38,FALSE,
t21378,whh,normal,6:13,6:36,6:34,6:38,FALSE,
t21390,ali,normal,6:31,,6:39,6:53,FALSE,
t21390,amar,normal,6:09,6:24,,,FALSE,
t21390,bail,normal,6:09,6:24,,,FALSE,
t21390,cam,normal,6:09,6:53,,,FALSE,
t21390,csn,normal,6:24,6:32,,,FALSE,
t21390,dd,normal,6:39,6:46,,,FALSE,
t21390,del,normal,6:18,6:53,,,FALSE,
t21390,dub,normal,6:09,6:24,,,FALSE,
t21390,exc,normal,6:09,6:24,,,FALSE,
t21390,ger,normal,6:09,6:31,,,FALSE,
t21390,gol,normal,6:09,6:34,,,FALSE,
t21390,gui,normal,6:09,6:53,,,FALSE,
t21390,hem,normal,6:09,6:41,,,FALSE,
t21390,hg,normal,6:09,6:53,,,FALSE,
t21390,hml,normal,6:09,6:27,,,FALSE,
t21390,hoo,normal,6:09,6:24,,,FALSE,
t21390,ind,normal,6:26,6:33,,,FALSE,
t21390,jas,normal,6:15,6:34,,,FALSE,
t21390,ldv,normal,6:29,6:34,,,FALSE,
t21390,mali,normal,6:09,6:33,,,FALSE,
t21390,mca,normal,6:15,6:27,,,FALSE,
t21390,mer,normal,6:09,6:24,,,FALSE,
t21390,mp,normal,6:09,6:53,,,FALSE,
t21390,mrph,normal,6:09,6:53,,,FALSE,
t21390,nav,normal,6:09,6:53,,,FALSE,
t21390,oke,normal,6:18,6:43,,,FALSE,
t21390,par,normal,6:09,6:24,,,FALSE,
t21390,puc,normal,6:32,6:36,,,FALSE,
t21390,sein,normal,6:09,6:38,,,FALSE,
t21390,sqa,normal,6:09,6:24,,,FALSE,
t21390,sx,normal,6:09,6:24,,,FALSE,
t21390,tsa,normal,6:09,6:53,,,FALSE,
t21390,whh,normal,6:09,6:53,,,FALSE,
t21390,yet,normal,6:15,6:53,,,FALSE,
t21394,ali,fat,18:46,18:56,,,FALSE,
t21394,bail,normal,18:07,,18:36,18:56,FALSE,
t21394,csn,normal,18:07,,18:45,18:56,FALSE,
t21394,dd,normal,18:42,18:56,,,FALSE,
t21394,del,normal,18:06,,18:28,18:31,FALSE,
t21394,dub,normal,18:06,,18:06,18:31,FALSE,
t21394,exc,normal,18:06,,18:19,18:31,FALSE,
t21394,foz,normal,18:08,18:56,,,FALSE,
t21394,ger,normal,18:16,18:56,,,FALSE,
t21394,gol,fat,18:06,18:56,,,FALSE,
t21394,gui,normal,18:07,,18:07,18:31,FALSE,
t21394,hem,normal,18:04,,18:45,18:56,FALSE,
t21394,hml,normal,18:28,18:56,,,FALSE,
t21394,ind,normal,18:16,18:56,,,FALSE,
t21394,jj,fat,18:14,,18:45,18:56,FALSE,
t21394,ldv,normal,18:08,,18:45,18:56,FALSE,
t21394,mp,normal,18:06,18:56,,,FALSE,
t21394,nav,normal,18:06,,18:45,18:56,FALSE,
t21394,par,normal,18:45,,18:45,18:56,FALSE,
t21394,sein,normal,18:04,,18:06,18:31,FALSE,
t21394,sx,fat,18:04,18:56,,,FALSE,
t21394,tsa,normal,18:21,,18:21,18:31,FALSE,
t21394,yet,normal,18:53,18:56,,,FALSE,
t21418,ath,normal,6:44,6:50,,,FALSE,
t21418,bail,normal,6:41,6:56,,,FALSE,
t21418,bos,fat,6:41,6:50,,,FALSE,
t21418,bp,normal,6:44,,6:53,6:56,FALSE,
t21418,cpa,normal,6:44,6:56,,,FALSE,
t21418,csn,normal,6:44,6:50,,,FALSE,
t21418,foz,normal,6:41,,6:53,6:56,FALSE,
t21418,hem,normal,6:47,6:50,,,FALSE,
t21418,her,normal,6:41,6:56,,,FALSE,
t21418,ind,normal,6:44,6:50,,,FALSE,
t21418,mig,normal,6:41,6:56,,,FALSE,
t21418,mrph,fat,6:41,,6:53,6:56,FALSE,
t21418,nod,normal,6:41,,6:53,6:56,FALSE,
t21418,pisa,fat,6:41,6:56,,,FALSE,
t21418,sco,normal,6:41,,6:50,6:56,FALSE,
t21418,sx,fat,6:41,6:46,6:41,6:50,FALSE,
t21418,whh,normal,6:41,,6:55,6:56,FALSE,
t2169,bsh,normal,6:59,7:30,,,FALSE,
t2169,dj,normal,6:55,6:59,,,FALSE,
t2169,en,normal,6:59,7:30,,,FALSE,
t2169,ot,normal,0:00,0:00,,,FALSE,
t2169,quai,fat,6:55,7:30,,,FALSE,
t2169,who,normal,6:59,7:00,,,FALSE,
t21742,jj,normal,18:52,18:52,,,FALSE,
t22087,ath,normal,19:18,19:23,,,FALSE,
t22087,bos,normal,19:18,19:23,,,FALSE,
t22087,bp,normal,19:18,19:23,,,FALSE,
t22087,chw,normal,19:18,19:23,,,FALSE,
t22087,ger,normal,19:18,19:23,,,FALSE,
t22087,hem,normal,19:18,19:23,,,FALSE,
t22087,ldv,normal,19:18,19:23,,,FALSE,
t22087,lim,normal,19:18,19:23,,,FALSE,
t22087,mig,fat,19:18,19:23,,,FALSE,
t22087,mrph,normal,19:18,19:23,,,FALSE,
t22087,sein,normal,19:18,19:23,,,FALSE,
t22087,vgs,normal,19:18,19:23,,,FALSE,
t221.3,csl,normal,7:53,8:10,,,FALSE,
t22209,bp,normal,18:40,19:04,,,FALSE,
t22209,cair,fat,19:11,19:11,,,FALSE,
t22209,her,normal,18:40,19:02,,,FALSE,
t22209,jut,normal,18:40,19:02,,,FALSE,
t22209,mig,normal,18:40,19:04,,,FALSE,
t22209,mrph,normal,18:57,19:04,,,FALSE,
t22209,pisa,normal,18:43,19:02,,,FALSE,
t22209,sch,normal,18:40,19:02,,,FALSE,
t22209,sein,normal,18:40,19:04,,,FALSE,
t22209,vgs,normal,18:57,19:04,,,FALSE,
t22209,whh,normal,18:40,19:02,,,FALSE,
t22367,bos,fat,7:03,8:36,8:36,8:42,FALSE,
t22367,bp,fat,7:03,0:00,7:08,7:11,FALSE,
t22367,brn,fat,7:03,7:58,8:12,8:21,FALSE,
t22367,chw,normal,7:15,0:00,7:15,7:20,FALSE,
t22367,cpa,fat,7:03,0:00,8:41,8:42,FALSE,
t22367,cr,obese,7:15,7:46,7:33,7:44,FALSE,
t22367,foz,normal,7:03,0:00,7:11,7:20,FALSE,
t22367,ger,obese,7:03,7:33,8:14,8:21,FALSE,
t22367,gob,normal,7:03,7:58,8:21,8:32,FALSE,
t22367,hem,normal,7:03,7:58,8:26,8:32,FALSE,
t22367,jut,fat,7:03,0:00,8:13,8:21,FALSE,
t22367,ldv,fat,7:03,7:58,8:26,8:32,FALSE,
t22367,lim,normal,7:03,7:58,8:26,8:32,FALSE,
t22367,mig,obese,7:15,7:46,8:13,8:21,FALSE,
t22367,mrph,normal,7:03,7:58,8:08,8:21,FALSE,
t22367,nick,normal,7:08,0:00,8:14,8:21,FALSE,
t22367,nod,fat,7:03,7:58,8:41,8:42,FALSE,
t22367,oke,normal,7:23,7:58,7:59,8:08,FALSE,
t22367,pisa,fat,7:03,7:33,8:22,8:32,FALSE,
t22367,sco,fat,7:03,0:00,7:11,7:20,FALSE,
t22367,sein,normal,7:07,7:26,7:26,7:44,FALSE,
t22367,sx,normal,7:03,7:58,8:36,8:42,FALSE,
t22367,ua,obese,7:03,7:58,8:22,8:32,FALSE,
t22367,vgs,fat,7:03,7:58,8:12,8:21,FALSE,
t22367,zim,fat,7:03,7:46,8:26,8:32,FALSE,
t22543,amar,normal,6:49,6:49,7:11,7:22,FALSE,
t22543,bail,normal,6:49,6:58,7:05,7:22,FALSE,
t22543,bern,normal,6:49,6:58,7:05,7:22,FALSE,
t22543,cam,fat,6:52,6:58,7:41,7:43,TRUE,
t22543,csn,normal,7:10,7:18,7:41,7:43,FALSE,
t22543,cuj,fat,6:52,6:58,7:31,7:43,TRUE,
t22543,day,normal,7:05,7:18,7:16,7:22,FALSE,
t22543,dd,fat,6:49,6:51,7:13,7:22,FALSE,
t22543,dnv,fat,6:52,7:18,7:15,7:22,TRUE,
t22543,dub,normal,6:52,7:18,7:15,7:22,FALSE,
t22543,exc,fat,6:49,6:58,7:05,7:22,FALSE,
t22543,gui,normal,6:52,7:18,6:58,7:05,FALSE,
t22543,jj,fat,6:52,7:18,7:22,7:43,FALSE,
t22543,mer,fat,6:58,7:18,7:15,7:22,FALSE,
t22543,mp,normal,6:49,6:58,6:58,7:05,FALSE,
t22543,par,obese,6:49,6:58,7:16,7:22,TRUE,
t22543,pisa,normal,6:52,7:18,6:52,7:05,FALSE,
t22543,sein,normal,6:58,7:18,7:41,7:43,FALSE,
t22543,whh,normal,6:52,7:18,7:11,7:22,FALSE,
t22543,who,normal,7:10,7:18,7:41,7:43,FALSE,
t22551,ali,normal,18:29,18:34,,,TRUE,
t22551,csn,normal,18:29,18:34,,,FALSE,
t22551,hem,normal,18:29,18:34,,,FALSE,
t22551,jut,normal,18:31,18:34,,,FALSE,
t22551,sein,normal,18:29,18:34,,,FALSE,
t22551,who,normal,18:29,18:34,,,FALSE,
t23688,ali,normal,6:08,6:39,,,FALSE,
t23688,ani,normal,0:00,0:00,,,FALSE,
t23688,ath,normal,0:00,0:00,,,FALSE,
t23688,bail,normal,0:00,0:00,,,FALSE,
t23688,bern,normal,0:00,0:00,,,FALSE,
t23688,cam,fat,6:19,6:39,,,FALSE,
t23688,chob,normal,6:14,6:39,,,FALSE,
t23688,coo,normal,6:22,6:39,,,FALSE,
t23688,cpa,normal,6:08,6:39,,,FALSE,
t23688,cuj,normal,6:08,6:39,,,FALSE,
t23688,del,normal,0:00,0:00,,,FALSE,
t23688,dnv,normal,0:00,0:00,,,FALSE,
t23688,dub,normal,0:00,0:00,,,FALSE,
t23688,exc,normal,6:10,6:39,,,FALSE,
t23688,foz,normal,0:00,0:00,,,FALSE,
t23688,gdz,normal,6:08,6:39,,,FALSE,
t23688,ger,normal,6:11,6:39,,,FALSE,
t23688,gob,normal,0:00,0:00,,,FALSE,
t23688,gol,normal,0:00,0:00,,,FALSE,
t23688,gui,normal,6:11,6:39,,,FALSE,
t23688,hem,normal,6:13,6:39,,,FALSE,
t23688,hml,normal,6:08,6:39,,,FALSE,
t23688,hoo,normal,6:22,6:39,,,FALSE,
t23688,ind,normal,6:14,6:39,,,FALSE,
t23688,jas,normal,0:00,0:00,,,FALSE,
t23688,kip,normal,6:08,6:39,,,FALSE,
t23688,mer,normal,6:11,6:39,,,FALSE,
t23688,mojo,normal,0:00,0:00,,,FALSE,
t23688,nav,fat,6:19,6:39,,,FALSE,
t23688,par,normal,6:10,6:39,,,FALSE,
t23688,puc,obese,6:26,6:39,,,FALSE,
t23688,sqa,normal,0:00,0:00,,,FALSE,
t23688,sx,normal,6:13,,6:14,6:39,FALSE,
t23688,whh,normal,0:00,0:00,,,FALSE,
t23688,wr,normal,0:00,0:00,,,FALSE,
t23688,yet,obese,6:19,6:39,,,FALSE,
t23688,zim,normal,0:00,0:00,,,FALSE,
t24594,oke,fat,6:48,6:53,,,FALSE,
t24594,wr,normal,6:48,6:53,,,FALSE,
t25402,csn,normal,7:43,7:49,,,FALSE,
t269,1019,normal,7:02,7:19,,,FALSE,
t269,65,normal,7:02,7:19,,,FALSE,
t269,67sm,normal,7:02,7:19,,,FALSE,
t269,csl,normal,7:02,7:19,,,FALSE,
t269,gw,normal,7:02,7:19,,,FALSE,
t269,mrb,normal,7:02,7:19,,,FALSE,
t269,mw,normal,7:02,7:19,,,FALSE,
t269,ot,normal,7:02,7:19,,,FALSE,
t269,ua,normal,0:00,0:00,,,FALSE,
t27189,a108,normal,6:49,6:54,,,FALSE,
t27189,art,normal,7:07,6:59,,,FALSE,
t27189,ath,normal,6:59,6:59,,,FALSE,
t27189,chw,normal,6:59,6:59,,,FALSE,
t27189,csn,normal,6:59,6:59,,,FALSE,
t27189,foz,normal,7:04,6:59,,,FALSE,
t27189,ger,normal,6:44,6:54,,,TRUE,
t27189,hml,normal,6:44,6:54,,,TRUE,
t27189,ldv,normal,7:07,6:59,,,FALSE,
t27189,mrph,normal,6:59,6:59,,,FALSE,
t27189,whh,normal,7:18,6:59,,,FALSE,
t27233,am86,fat,7:51,7:55,,,TRUE,
t27425,ath,normal,6:46,7:48,,,FALSE,
t27425,bail,normal,7:06,7:06,,,FALSE,
t27425,bos,normal,6:47,,6:54,7:11,FALSE,
t27425,bp,normal,6:47,7:48,,,TRUE,
t27425,cam,normal,6:48,7:48,,,FALSE,
t27425,cpa,normal,6:56,,7:11,7:35,FALSE,
t27425,cr,normal,6:47,7:43,,,FALSE,
t27425,csn,normal,6:47,7:48,,,FALSE,
t27425,ger,normal,6:47,7:48,,,FALSE,
t27425,gob,normal,6:46,,6:59,7:11,FALSE,
t27425,hg,normal,6:46,7:48,,,TRUE,
t27425,jut,normal,6:47,7:48,,,FALSE,
t27425,ldv,normal,6:46,7:48,,,FALSE,
t27425,mig,normal,6:46,7:48,,,FALSE,
t27425,mp,fat,6:46,7:48,,,FALSE,
t27425,nav,normal,6:46,7:48,,,TRUE,
t27425,pisa,fat,6:47,7:30,,,TRUE,
t27425,sein,normal,6:46,7:48,,,FALSE,
t27425,vgs,normal,6:47,7:30,,,TRUE,
