ID,Session,Hyena,Time,Order,Behavior,Target,Distance,Leader Y/N?,Food,Notes,IDold
10541,t89945,twst,7:31,1,brt soc snf,,,FALSE,,,12422
10525,t89945,buar,7:21,1,brt parallel wlk,,,FALSE,,,12406
4698,t32018,mali,6:28,1,whoop,,,FALSE,,scan--response to oke,5808
4697,t32018,oke,6:28,1,whoop,,,FALSE,,scan,5807
4696,t32018,unids,6:28,1,mob,lioness,,FALSE,,scan,5800
10529,t89945,twst,7:26,1,brt soc snf,,,FALSE,,,12410
10530,t89945,amaz,7:26,1,brt soc snf,,,FALSE,,,12411
10533,t89945,lust,7:27,2,brt soc snf,,,FALSE,,,12414
10534,t89945,twst,7:27,2,brt soc snf,,,FALSE,,,12415
10535,t89945,amaz,7:27,2,brt soc snf,,,FALSE,,,12416
10536,t89945,byte,7:28,1,brt soc snf,,,FALSE,,,12417
10537,t89945,lust,7:28,1,brt soc snf,,,FALSE,,,12418
10538,t89945,twst,7:28,1,brt soc snf,,,FALSE,,,12419
4636,t30255,chw,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5737
10540,t89945,byte,7:31,1,brt soc snf,,,FALSE,,,12421
4699,t32018,jj,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5809
4695,t32018,lim,6:28,1,soc snf,,,FALSE,,scan--where topi carcass was before moved by lion,5799
4694,t32018,vgs,6:28,1,soc snf,,,FALSE,,scan--where topi carcass was before moved by lion,5798
4693,t32018,mali,6:28,1,soc snf,,,FALSE,,scan--where topi carcass was before moved by lion,5797
4692,t32018,oke,6:28,1,soc snf,,,FALSE,,scan--where topi carcass was before moved by lion,5796
4691,t32018,bail,6:28,1,soc snf,,,FALSE,,scan--where topi carcass was before moved by lion,5795
4647,t30255,whh,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5748
4645,t30255,nick,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5746
4644,t30255,mrph,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5745
4642,t30255,ldv,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5743
4641,t30255,hml,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5742
4640,t30255,hg,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5741
4639,t30255,ger,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5740
4729,t32018,oke,6:38,1,runs off with fd,,,FALSE,subadult topi carcass,,5840
10539,t89945,amaz,7:28,1,brt soc snf,,,FALSE,,,12420
10495,t89945,amaz,7:14,1,app,,,FALSE,,,12376
10230,t19357,zig,7:00,1,fd,,,FALSE,gnu carcass,,12107
4727,t32018,mali,6:35,3,bo,,,FALSE,,response from lioness running twd,5838
4726,t32018,mali,6:35,2,fight over fd,,,FALSE,subadult topi carcass,,5837
4725,t32018,oke,6:35,2,fight over fd,,,FALSE,subadult topi carcass,,5836
4724,t32018,jup,6:35,2,fight over fd,,,FALSE,subadult topi carcass,,5835
4723,t32018,oke,6:35,1,steals fd,zim,,FALSE,subadult topi carcass,,5834
4722,t32018,lim,6:28,1,walk w/fd,,,FALSE,subadult topi carcass,scan,5833
4721,t32018,bail,6:28,1,fd,,,FALSE,subadult topi carcass piece,scan,5832
4720,t32018,mali,6:28,1,lv w fd,,,FALSE,subadult topi carcass,scan,5831
4719,t32018,unid,6:28,1,alarm rumble,,,FALSE,,scan,5830
4718,t32018,lim,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5829
4717,t32018,jup,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5828
4716,t32018,vgs,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5827
10524,t89945,amaz,7:21,1,brt parallel wlk,,,FALSE,,,12405
4706,t32018,pisa,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5816
4635,t30255,chob,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5736
4700,t32018,vgs,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5810
4701,t32018,mali,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5811
4702,t32018,bail,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5812
4703,t32018,oke,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5813
4715,t32018,pisa,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5826
4705,t32018,jup,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5815
10493,t89945,tnks,6:52,1,fd,,,FALSE,leg bone scrap,,12374
4710,t32018,mali,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5821
4711,t32018,vgs,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5822
4712,t32018,pisa,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5823
4713,t32018,oke,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5824
4714,t32018,mali,6:28,1,fd,,,FALSE,subadult topi carcass,scan,5825
10523,t89945,amaz,7:20,1,alarm rumble,,,FALSE,,,12404
4704,t32018,lim,6:28,1,gig steal fd,lioness,,FALSE,subadult topi carcass,scan,5814
4568,t11175,jone,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5657
10631,t89945,tnks,7:39,4,bo,,,FALSE,,in response to lunge,12512
10632,t89945,amaz,7:39,4,bo,,,FALSE,,in response to lunge,12513
10633,t89945,byte,7:39,4,bo,,,FALSE,,in response to lunge,12514
10634,t89945,twst,7:39,4,bo,,,FALSE,,in response to lunge,12515
10635,t89945,buar,7:39,4,bo,,,FALSE,,in response to lunge,12516
10636,t89945,atac,7:39,4,bo,,,FALSE,,in response to lunge,12517
10637,t89945,hel,7:39,4,bo,,,FALSE,,in response to lunge,12518
10638,t89945,decm,7:39,4,bo,,,FALSE,,in response to lunge,12519
4575,t13174,lg,6:43,1,fd,,,FALSE,gnu carcass,scan,5668
4573,t11175,gil,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5662
4572,t11175,bail,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5661
4571,t11175,bb,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5660
4638,t30255,foz,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5739
4569,t11175,rinc,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5658
4576,t13174,oly,6:43,1,fd,,,FALSE,gnu carcass,scan,5669
10646,t89945,decm,7:40,2,bo,,,FALSE,,,12527
10647,t89945,amaz,7:40,2,bo,,,FALSE,,,12528
10648,t89945,byte,7:40,2,bo,,,FALSE,,,12529
10649,t89945,twst,7:40,2,bo,,,FALSE,,,12530
10650,t89945,buar,7:40,2,bo,,,FALSE,,,12531
10651,t89945,hel,7:40,2,bo,,,FALSE,,,12532
10652,t89945,atac,7:40,2,bo,,,FALSE,,,12533
4567,t11175,hob,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5656
4566,t11175,jab,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5655
4565,t11175,unids,7:10,1,vocalize,,,FALSE,,lots of movement and vocalizations when lions lv,5643
4563,t11175,bail,7:02,2,paste ov,,,FALSE,,,5628
4562,t11175,gil,7:02,1,paste,,,TRUE,,,5627
4561,t11175,jone,6:56,1,whoop,,,FALSE,,,5626
4570,t11175,who,7:10,2,look for fd,,,FALSE,,response to lion getting up from carcass,5659
4616,t1864,rrf,7:19,3,app,lion,,FALSE,,,5716
10578,t89945,lust,7:34,3,yawn,,,FALSE,,c=lions,12459
10579,t89945,atac,7:34,4,lows,,,FALSE,,,12460
10580,t89945,amaz,7:34,5,lows,,,FALSE,,,12461
4633,t30255,bp,19:08,3,hyena on hyena mob,Fig Tree hyenas,,FALSE,,Fig T hyenas all bo,5734
4631,t30255,nav,19:08,3,hyena on hyena mob,Fig Tree hyenas,,TRUE,,Fig T hyenas all bo,5732
4630,t30255,ali,19:08,3,hyena on hyena mob,Fig Tree hyenas,,TRUE,,Fig T hyenas all bo,5731
4629,t30255,mali,19:08,3,hyena on hyena mob,Fig Tree hyenas,,TRUE,,Fig T hyenas all bo,5730
4628,t30255,hml,19:08,2,do not bo,Fig Tree hyenas,,FALSE,,response to Fig T hyenas rush Talek hyenas,5729
4627,t30255,ali,19:08,2,do not bo,Fig Tree hyenas,,FALSE,,response to Fig T hyenas rush Talek hyenas,5728
4626,t30255,unid,19:08,1,drops fd,,,FALSE,fresh carcass,response to being chased by lion,5727
4624,t29720,ldv,6:55,3,whoop,,,FALSE,,,5724
4623,t29720,unid,6:55,2,whoop,,,FALSE,,from SE,5723
4620,t29720,whi,6:51,1,fd,,,FALSE,ribs and vertibrae (sort of fresh),scan,5720
10630,t89945,wrth,7:39,4,bo,,,FALSE,,in response to lunge,12511
4589,t78832,amaz,19:10,1,mob,lions,,FALSE,,lions ignore,5689
4738,t37838,whi,6:34,1,"steals fd, bo",,,FALSE,dom cattle leg bone,,5850
4577,t13174,mali,6:43,1,fd,,,FALSE,gnu carcass,scan,5670
4578,t13174,amar,6:43,1,fd,,,FALSE,gnu carcass,scan,5671
4579,t13174,ot,6:43,1,fd,,,FALSE,gnu carcass,scan,5672
4580,t13174,jab,6:43,1,fd,,,FALSE,gnu carcass,scan,5673
4619,t1864,rrf,7:33,1,fd,,,FALSE,old gnu carcass,,5719
4582,t13436,ua,7:11,1,fd,,,FALSE,gnu carcass,,5675
4618,t1864,rrf,7:22,1,fd,,,FALSE,old gnu carcass,,5718
4590,t78832,hel,19:10,1,mob,lions,,FALSE,,lions ignore,5690
4593,t78832,odd,19:10,3,eb runs,lions,,FALSE,,,5693
10601,t89945,tnks,7:38,1,parallel wlk,lions,,FALSE,,,12482
10600,t89945,twst,7:38,1,parallel wlk,lions,,FALSE,,,12481
10599,t89945,amaz,7:38,1,parallel wlk,lions,,FALSE,,,12480
10629,t89945,decm,7:39,4,bo,,,FALSE,,in response to lunge,12510
4581,t13436,bail,7:11,1,fd,,,FALSE,gnu carcass,,5674
10320,t89945,maa,6:31,3,join brt lope app,,,FALSE,,,12200
10287,t69037,cen,10:03,2,mob,lion,,FALSE,,,12167
10288,t69037,unid,10:03,2,mob,lion,,FALSE,,,12168
10289,t75951,unids,6:22,2,bo gig whoop,lion,,FALSE,,response to sub-adult male lion lunging,12169
10291,t69037,unids,9:58,1,"fd, tug-of-war carcass with lion",,,FALSE,buffalo,on other side lion try get grip & control carcass,12171
10292,t69037,unids,10:03,1,"fd, tug-of-war carcass with lion",,,FALSE,buffalo,on other side lion try get grip & control carcass,12172
10295,t89945,amaz,6:26,2,brt bo runs,,,FALSE,,,12175
10301,t89945,hel,6:29,2,brt soc snf,,,FALSE,,,12181
10302,t89945,maa,6:29,2,brt soc snf,,,FALSE,,,12182
10303,t89945,decm,6:29,2,brt soc snf,,,FALSE,,,12183
10304,t89945,buar,6:29,2,brt soc snf,,,FALSE,,,12184
4860,t84930,unid,7:22,3,alarm rumble,,,FALSE,,,5996
4859,t84930,idi,7:22,2,fd,,,FALSE,cow carcass,,5995
10336,t89945,maa,6:31,5,bo,,,FALSE,,in response to lion t2,12216
10319,t89945,amaz,6:31,3,join brt lope app,,,FALSE,,,12199
10271,t15357,bp,7:17,1,flw fn,,,FALSE,,,12151
4858,t84930,ali,7:22,2,fd,,,FALSE,cow carcass,,5994
4857,t84930,parc,7:22,1,fd,,,FALSE,cow carcass,,5993
4849,t84930,pant,7:21,1,fd,,,FALSE,cow carcass,,5985
4848,t84930,reb,7:20,1,fd,,,FALSE,cow carcass,,5984
4847,t84930,alfe,7:20,1,fd,,,FALSE,cow carcass,,5983
4846,t84930,ali,7:20,1,fd,,,FALSE,cow carcass,,5982
10329,t89945,decm,6:31,5,bo,,,FALSE,,in response to lion t2,12209
10330,t89945,atac,6:31,5,bo,,,FALSE,,in response to lion t2,12210
10331,t89945,hel,6:31,5,bo,,,FALSE,,in response to lion t2,12211
10332,t89945,wrth,6:31,5,bo,,,FALSE,,in response to lion t2,12212
10333,t89945,kesq,6:31,5,bo,,,FALSE,,in response to lion t2,12213
10334,t89945,amaz,6:31,5,bo,,,FALSE,,in response to lion t2,12214
4728,t32018,mali,6:35,4,drops fd,,,FALSE,,response to being chased by lioness,5839
10318,t89945,buar,6:31,3,brt lope app,,,TRUE,,,12198
10246,t19357,linc,7:06,3,fd,,,FALSE,gnu carcass,,12126
11015,t85229,adon,8:04,1,gig bo,,,FALSE,,after lion t2 lunge/chase (food),12913
10232,t19357,ldv,7:00,1,fd,,,FALSE,gnu carcass,,12109
10233,t19357,whh,7:00,1,fd,,,FALSE,gnu carcass,,12110
10234,t19357,linc,7:00,1,fd,,,FALSE,gnu carcass,,12111
10235,t19357,chas,7:03,1,whoops,,,FALSE,,,12112
10236,t19357,chas,7:05,1,bo,,,FALSE,,lionness returns to carcass,12113
10237,t19357,amar,7:05,1,bo,,,FALSE,,lionness returns to carcass,12114
10238,t19357,hg,7:05,1,bo,,,FALSE,,lionness returns to carcass,12115
10239,t19357,mp,7:05,1,bo,,,FALSE,,lionness returns to carcass,12116
10240,t19357,jj,7:05,1,bo,,,FALSE,,lionness returns to carcass,12117
10241,t19357,nav,7:05,1,bo,,,FALSE,,lionness returns to carcass,12118
10242,t19357,chas,7:06,1,mob,,,FALSE,,chase lionnes into bushes and reclaims carcass,12119
10243,t19357,zig,7:06,2,fd,,,FALSE,gnu leg,carries gnu leg away,12123
10286,t69037,adon,10:03,2,mob,lion,,FALSE,,,12166
10264,t3005,bm,6:20,1,mob,lion,,FALSE,,,12144
10337,t89945,maa,6:31,6,brt bo,,,FALSE,,in response to second t2 lunge by lion,12217
10270,t15357,kip,7:17,1,flw fn,,,FALSE,,,12150
10269,t15357,ome,7:17,1,flw fn,,,FALSE,,,12149
10268,t15357,mig,7:17,1,flw fn,,,FALSE,,,12148
10267,t15357,bos,7:17,1,flw fn,,,FALSE,,,12147
10244,t19357,oke,7:06,3,fd,,,FALSE,gnu carcass,,12124
10265,t3005,kb,6:20,1,mob,lion,,FALSE,,,12145
10245,t19357,whh,7:06,3,fd,,,FALSE,gnu carcass,,12125
10263,t3005,bb,6:20,1,mob,lion,,FALSE,,,12143
4861,t84930,pant,7:23,1,fd,,,FALSE,cow carcass,,5997
4862,t84930,idi,7:23,2,fd,,,FALSE,cow carcass,,5998
4863,t84930,unid,7:23,3,alarm rumble,,,FALSE,,,5999
10247,t19357,dub,7:06,3,fd,,,FALSE,gnu carcass,,12127
10272,t15357,gil,7:17,1,flw fn,,,FALSE,,,12152
10266,t15357,vgs,7:17,1,flw fn,,,FALSE,,,12146
4824,t84930,unid,7:15,4,alarm rumble,,,FALSE,,,5939
4832,t84930,buar,7:17,1,fd,,,FALSE,cow carcass,scan - lion on other carcass,5959
4831,t84930,parc,7:17,1,fd,,,FALSE,cow carcass,scan - lion on other carcass,5958
4830,t84930,twst,7:16,6,whoop,,,FALSE,,"4x, c=response",5954
4829,t84930,ali,7:16,5,whoop,,,FALSE,,"10x, c=food/lions/response",5944
4828,t84930,atac,7:16,4,whoop,,,FALSE,,c=food/lions,5943
4827,t84930,alfe,7:16,3,fd,,,FALSE,cow carcass,,5942
4826,t84930,unid,7:16,2,alarm rumble,,,FALSE,,,5941
10404,t89945,amaz,6:37,3,brt bo runs,,,FALSE,,in response to t3 lunge,12284
10405,t89945,buar,6:37,3,brt bo runs,,,FALSE,,in response to t3 lunge,12285
10406,t89945,hel,6:37,3,brt bo runs,,,FALSE,,in response to t3 lunge,12286
10407,t89945,atac,6:37,3,brt bo runs,,,FALSE,,in response to t3 lunge,12287
4825,t84930,parc,7:16,1,fd,,,FALSE,cow carcass,,5940
10335,t89945,buar,6:31,5,bo,,,FALSE,,in response to lion t2,12215
10414,t89945,unid,6:40,1,whoop,,,FALSE,,"whp x3, c= lions",12294
4835,t84930,bnt,7:17,1,fd,,,FALSE,cow carcass,scan - lion on other carcass,5962
4823,t84930,juno,7:15,3,fd,,,FALSE,cow carcass,,5938
4822,t84930,unid,7:15,2,alarm rumble,,,FALSE,,,5937
4821,t84930,aqua,7:15,1,fd,,,FALSE,cow carcass,,5936
4817,t84930,unid,7:14,2,alarm rumble,,,FALSE,,,5931
4765,t37838,mrs,6:35,2,paste ov,mac,,FALSE,,,5879
4764,t37838,mac,6:35,1,paste,,,TRUE,,,5878
10436,t89945,tnks,6:42,5,pastes,,,TRUE,,,12317
10448,t89945,fay,6:44,1,bo squeal whp,,,FALSE,,"8x, c= intx/lions",12329
10449,t89945,rpkn,6:44,2,pastes,,,TRUE,,,12330
10450,t89945,maa,6:45,1,pastes,,,TRUE,,,12331
4749,t37838,mln,6:30,1,pres bo (unsol),csn,,FALSE,,,5862
10452,t89945,neon,6:46,2,bo,,,FALSE,,in response to lion growling,12333
4740,t37838,unid,6:25,2,"steals fd, gig bo",,,FALSE,dom cattle leg bone,UNID collared adult. Lion claws unid,5852
10413,t89945,unid,6:39,1,paste,,,TRUE,,couldn't identify due to distance,12293
10365,t89945,wrth,6:32,2,bo,,,FALSE,,,12245
10338,t89945,atac,6:31,6,brt bo,,,FALSE,,in response to second t2 lunge by lion,12218
10339,t89945,amaz,6:31,6,brt bo,,,FALSE,,in response to second t2 lunge by lion,12219
10340,t89945,buar,6:31,6,brt bo,,,FALSE,,in response to second t2 lunge by lion,12220
10341,t89945,decm,6:31,6,brt bo,,,FALSE,,in response to second t2 lunge by lion,12221
10342,t89945,hel,6:31,6,brt bo,,,FALSE,,in response to second t2 lunge by lion,12222
10349,t89945,maa,6:31,8,bo,,,FALSE,,in respose to thrid t2 lunge by lion,12229
10350,t89945,atac,6:31,8,bo,,,FALSE,,in respose to thrid t2 lunge by lion,12230
10351,t89945,amaz,6:31,8,bo,,,FALSE,,in respose to thrid t2 lunge by lion,12231
10352,t89945,buar,6:31,8,bo,,,FALSE,,in respose to thrid t2 lunge by lion,12232
10353,t89945,decm,6:31,8,bo,,,FALSE,,in respose to thrid t2 lunge by lion,12233
10354,t89945,hel,6:31,8,bo,,,FALSE,,in respose to thrid t2 lunge by lion,12234
10361,t89945,maa,6:32,2,bo,,,FALSE,,,12241
10362,t89945,hel,6:32,2,bo,,,FALSE,,,12242
4833,t84930,alfe,7:17,1,fd,,,FALSE,cow carcass,scan - lion on other carcass,5960
4841,t84930,alfe,7:18,2,fd,,,FALSE,cow carcass,,5968
10661,t89945,amaz,7:40,4,squeal bo,,,FALSE,,in response to lion,12542
4836,t84930,twst,7:17,1,fd,,,FALSE,cow carcass,scan - lion on other carcass,5963
4837,t84930,reb,7:17,1,fd,,,FALSE,cow carcass,scan - lion on other carcass,5964
4838,t84930,unid,7:17,1,alarm rumble,,,FALSE,,scan,5965
10382,t89945,unids,6:34,1,app,,,FALSE,,group of 7 hyenas chase lion oos,12262
10363,t89945,amaz,6:32,2,bo,,,FALSE,,,12243
4840,t84930,unid,7:18,1,alarm rumble,,,FALSE,,,5967
10364,t89945,atac,6:32,2,bo,,,FALSE,,,12244
4842,t84930,reb,7:18,2,fd,,,FALSE,cow carcass,,5969
4843,t84930,unid,7:19,1,alarm rumble,,,FALSE,,,5970
4844,t84930,ali,7:19,2,whoop,,,FALSE,,c=lions/food,5971
4845,t84930,adon,7:19,2,whoop,,,FALSE,,c=response,5981
10366,t89945,buar,6:32,2,bo,,,FALSE,,,12246
4834,t84930,aqua,7:17,1,fd,,,FALSE,cow carcass,scan - lion on other carcass,5961
4839,t84930,unid,7:17,1,alarm rumble,,,FALSE,,scan,5966
10901,t85229,adon,7:52,1,brt woop,lion,,FALSE,,,12798
10879,t85229,UNID1,7:51,2,whoop,,,FALSE,,,12776
10880,t85229,UNID2,7:51,2,whoop,,,FALSE,,,12777
10881,t85229,UNID3,7:51,2,whoop,,,FALSE,,,12778
10882,t85229,hydg,7:51,3,bo,lion,,FALSE,,"lion t2 chase(food) hydge pene, bo",12779
10883,t85229,pene,7:51,3,bo,lion,,FALSE,,"lion t2 chase(food) hydge pene, bo",12780
10892,t92061,hel,6:39,1,mob,,,FALSE,,lioness app,12789
10893,t92061,mgta,6:39,1,mob,,,FALSE,,lioness app,12790
10894,t92061,twst,6:39,1,mob,,,FALSE,,lioness app,12791
10895,t92061,hel,6:39,2,bo,,,FALSE,,app by lioness,12792
10896,t92061,mgta,6:39,2,bo,,,FALSE,,app by lioness,12793
10897,t92061,twst,6:39,2,bo,,,FALSE,,app by lioness,12794
10898,t92061,kesq,6:41,1,whoop,,,FALSE,,"x4, c=lions",12795
4441,t1038.3,bb,18:26,1,get fd,,,FALSE,adult grants gazelle carcass,,5471
10900,t85229,juba,7:52,1,brt woop,lion,,FALSE,,,12797
10876,t85229,adon,7:49,1,av w/ fd,lion,,FALSE,cow,aftrer lion app carcass,12773
10902,t85229,neon,7:52,1,brt woop,lion,,FALSE,,,12799
10903,t85229,juno,7:52,2,av w/ fd,lion,,FALSE,part of cow carcass,carry part of carcass av w/ fd from lion,12800
10907,t85229,twst,7:52,3,brt av w/ fd,lion,,FALSE,cow leg,carry leg brt av w/ fd from lion,12804
4449,t1038.3,bb,18:29,1,fd,,,FALSE,adult grants gazelle carcass,,5479
4448,t1038.3,bud,18:29,1,fd,,,FALSE,adult grants gazelle carcass,,5478
4447,t1038.3,q,18:28,2,fd,,,FALSE,adult grants gazelle carcass,,5477
4446,t1038.3,bb,18:28,2,fd,,,FALSE,adult grants gazelle carcass,,5476
4445,t1038.3,bud,18:28,2,fd,,,FALSE,adult grants gazelle carcass,,5475
4444,t1038.3,hd,18:28,1,arr,,,FALSE,,limping,5474
4443,t1038.3,bb,18:27,1,fd,,,TRUE,adult grants gazelle carcass,,5473
10916,t85229,bnt,7:52,4,av w/ fd,lion,,FALSE,part of cow carcass,pick up part of carcass av w/ fd from lion,12813
10917,t85229,UNID,7:54,1,BO,lion,,FALSE,,"lion t2 lunge (food) unID, bo",12814
4560,t11175,sein,6:54,2,paste,,,TRUE,,,5625
10899,t85229,baez,7:52,1,brt woop,lion,,FALSE,,,12796
4462,t1038.3,unid,18:31,2,lo alarm,,,FALSE,,,5492
4473,t1038.3,bb,18:37,1,fd,,,FALSE,adult grants gazelle carcass,,5504
4472,t1038.3,bud,18:37,1,fd,,,FALSE,adult grants gazelle carcass,,5503
10841,t92061,lust,6:10,2,run,,,FALSE,,t2 chase by male lion,12738
10842,t92061,tnks,6:14,1,run,,,FALSE,,t2 chase by lion,12739
4471,t1038.3,bb,18:35,1,fd,,,FALSE,adult grants gazelle carcass,scan,5501
10853,t92061,umbr,6:16,2,run,,,FALSE,,t2 chased by female lion,12750
10854,t92061,fay,6:16,2,run,,,FALSE,,t2 chased by female lion,12751
4470,t1038.3,bud,18:35,1,fd,,,FALSE,adult grants gazelle carcass,scan,5500
4469,t1038.3,bsh,18:35,1,fd,,,FALSE,adult grants gazelle carcass,scan,5499
4468,t1038.3,bsh,18:34,1,fd,,,FALSE,adult grants gazelle carcass,,5498
4467,t1038.3,bb,18:34,1,fd,,,FALSE,adult grants gazelle carcass,,5497
4466,t1038.3,bud,18:34,1,fd,,,FALSE,adult grants gazelle carcass,,5496
4465,t1038.3,bsh,18:33,1,fd,,,FALSE,adult grants gazelle carcass,,5495
10878,t85229,UNIDS,7:51,1,av w/ fd,lion,,FALSE,,"""lion app carcass/hyenas, av w/ fd""",12775
4456,t1038.3,jy,18:30,2,gets fd,,,FALSE,adult grants gazelle scrap,,5486
4440,t1038.3,bud,18:26,1,get fd,,,FALSE,adult grants gazelle carcass,,5470
4450,t1038.3,q,18:29,1,fd,,,FALSE,adult grants gazelle carcass,,5480
4451,t1038.3,bsh,18:29,2,carries fd,,,FALSE,adult grants gazelle carcass,,5481
4452,t1038.3,hd,18:29,3,looks for fd,,,FALSE,adult grants gazelle carcass,,5482
4453,t1038.3,bud,18:30,1,fd,,,FALSE,adult grants gazelle carcass,,5483
4464,t1038.3,bud,18:33,1,fd,,,FALSE,adult grants gazelle carcass,,5494
4455,t1038.3,q,18:30,1,fd,,,FALSE,adult grants gazelle carcass,,5485
4463,t1038.3,bsh,18:32,1,fd,,,FALSE,adult grants gazelle carcass,,5493
4457,t1038.3,jy,18:30,3,squeal bo av w fd,sr,,FALSE,,response to sr app,5487
4458,t1038.3,ap,18:30,4,bites,jy,,FALSE,,,5488
4459,t1038.3,jy,18:30,5,squeal drops fd runs off,ap,,FALSE,,response to ap bite,5489
4460,t1038.3,bud,18:31,1,fd,,,FALSE,adult grants gazelle carcass,,5490
4461,t1038.3,bb,18:31,1,fd,,,FALSE,adult grants gazelle carcass,,5491
10877,t85229,adon,7:49,2,av w/ fd,lion,,FALSE,cow,after lion t2 chase adon,12774
4454,t1038.3,bb,18:30,1,fd,,,FALSE,adult grants gazelle carcass,,5484
4416,t8820,ot,6:15,2,fd,,,FALSE,main wildebeest carc,scan,5436
4436,t82122,ted,7:49,2,bo,,,FALSE,,first noticed lioness and backed off,5466
10977,t23688,par,6:10,3,gig bo,,,FALSE,,lunged at by lion,12874
10978,t85229,neon,7:59,2,bo,lion,,FALSE,,lion t2 chase neon after app,12875
4435,t82122,ted,7:49,1,app,lioness,,FALSE,,,5465
10980,t23688,ger,6:11,2,fd,,,FALSE,gnu carcass,,12877
10981,t23688,gui,6:11,2,fd,,,FALSE,gnu carcass,,12878
10982,t85229,mgta,8:00,1,bo,lion,,FALSE,,after lion t2 chae(food) MGTA,12879
10984,t85229,juno,8:00,2,bo av w/ fd,,,FALSE,cow carcass,(Juno backed off food when MGTA chased by lion),12881
10985,t23688,hem,6:13,2,fd,,,FALSE,gnu carcass,,12882
10986,t23688,gdz,6:13,3,fd,,,FALSE,gnu carcass,,12883
10987,t23688,ali,6:19,1,fd,,,FALSE,gnu carcass,,12884
10988,t23688,cuj,6:19,2,fd,,,FALSE,gnu carcass,,12885
4442,t1038.3,bud,18:27,1,fd,,,FALSE,adult grants gazelle carcass,,5472
4421,t8820,UNID,6:27,1,lvs w leg,,,FALSE,wildebeest leg,spooked,5451
10973,t23688,ali,6:10,1,fd,,,FALSE,gnu carcass,,12870
4415,t8820,wald,6:15,1,fd,,,FALSE,main wildebeest carc,scan,5435
4414,t49685,,,,,,,FALSE,,,5433
10995,t23688,kip,6:26,1,fd,,,FALSE,gnu carcass,,12892
10996,t23688,hml,6:26,2,fd,,,FALSE,gnu carcass,,12893
10997,t23688,ger,6:30,1,paste,,,TRUE,,,12894
10999,t85229,twst,8:02,2,carry fd,,,FALSE,cow leg,,12896
11001,t85229,adon,8:03,1,brt whoop (5x),lion,,FALSE,,lion ignores,12898
11002,t85229,loki,8:03,1,brt whoop (5x),lion,,FALSE,,lion ignores,12899
11003,t85229,baez,8:03,2,mob,lion,,FALSE,,lion growls,12900
11006,t85229,neon,8:03,2,mob,lion,,FALSE,,lion growls,12903
11007,t85229,adon,8:03,2,mob,lion,,TRUE,,lion growls,12904
11008,t85229,loki,8:03,2,mob,lion,,TRUE,,lion growls,12905
9536,t48032,who,7:09,2,eb grin,chw,,FALSE,,,11281
4424,t8820,ud,6:32,2,whoop,,,FALSE,,,5454
10960,t85229,mgta,7:58,1,brt whoop (5?x),,,FALSE,,,12857
10926,t85229,juno,7:54,3,bo av w/ fd,lion,,FALSE,main part of cow carcass,after lion roars at juno,12823
4439,t1038.3,ky,18:25,1,whoop,,,FALSE,,scan-response to being t3 by Q,5469
4438,t1038.3,ua,18:25,1,fd,,,FALSE,adult grants gazelle carcass,scan-dogs killed gazelle,5468
